order_id,order_date,ship_date,customer_id,product_id,quantity,sales,discount,profit,order_month,shipping_days,profit_margin_pct,product_name,category_y,sub_category_y,unit_cost,list_price,customer_name,segment,region_y,city
NM202401636675,2024-01-14,2024-01-20,CU0057,PR522,5,208.45,0.0,98.35,January,6,47.18157831614296,File Cabinet,Office Supplies,Storage,22.02,41.69,Casey Lee,Corporate,Central,Dallas
NM202401232047,2024-01-18,2024-01-18,CU0136,PR523,5,255.15,0.0,61.9,January,0,24.26023907505389,Marker Set,Office Supplies,Art,38.65,51.03,Alex Dean,Consumer,Central,Chicago
NM202401579688,2024-01-21,2024-01-24,CU0061,PR521,1,42.33,0.15,4.35,January,3,10.276399716513112,Storage Box,Office Supplies,Storage,37.98,49.8,Jamie Cruz,Consumer,West,Los Angeles
NM202401525200,2024-01-06,2024-01-12,CU0050,PR513,6,1524.24,0.0,348.06,January,6,22.8349866162809,Meeting Table,Furniture,Tables,196.03,254.04,Morgan Ray,Corporate,West,Los Angeles
NM202401549711,2024-01-24,2024-01-26,CU0022,PR505,2,388.48,0.0,163.44,January,2,42.07166392092257,BT Mouse,Technology,Accessories,112.52,194.24,Casey Roy,Consumer,Central,Chicago
NM202401773642,2024-01-23,2024-01-27,CU0005,PR504,6,4367.52,0.0,1807.98,January,4,41.39603253104737,USB Hub,Technology,Accessories,426.59,727.92,Jamie Fox,Home Office,East,New York
NM202401303461,2024-01-16,2024-01-23,CU0083,PR501,8,6656.38,0.2,949.1,January,7,14.258500866837531,Galaxy S,Technology,Phones,713.41,1040.06,Taylor Wood,Consumer,Central,Chicago
NM202401518854,2024-01-17,2024-01-21,CU0053,PR501,5,4160.24,0.2,593.19,January,4,14.258552391208202,Galaxy S,Technology,Phones,713.41,1040.06,Alex Lee,Corporate,East,New York
NM202401597857,2024-01-30,2024-02-06,CU0216,PR502,1,126.88,0.6,-35.56,January,7,-28.02648171500631,Pixel Mini,Technology,Phones,162.44,317.2,Alex Shah,Corporate,South,Miami
NM202401254968,2024-01-20,2024-01-26,CU0022,PR501,2,1664.1,0.2,237.28,January,6,14.258758488071631,Galaxy S,Technology,Phones,713.41,1040.06,Casey Roy,Consumer,Central,Chicago
NM202401503720,2024-01-28,2024-02-03,CU0133,PR516,4,34.7,0.1,15.18,January,6,43.74639769452449,Ring Binder,Office Supplies,Binders,4.88,9.64,Morgan Ray,Corporate,West,Los Angeles
NM202401461324,2024-01-08,2024-01-15,CU0005,PR513,5,1143.18,0.1,163.03,January,7,14.26109624031211,Meeting Table,Furniture,Tables,196.03,254.04,Jamie Fox,Home Office,East,New York
NM202401778625,2024-01-04,2024-01-04,CU0150,PR518,7,426.2,0.1,188.2,January,0,44.157672454246836,Copy Paper,Office Supplies,Paper,34.0,67.65,Riley Fox,Consumer,South,Miami
NM202401289238,2024-01-30,2024-02-04,CU0129,PR509,1,662.47,0.0,326.26,January,5,49.24902259724968,Shredder S,Technology,Machines,336.21,662.47,Quinn Roy,Home Office,South,Atlanta
NM202401246786,2024-01-29,2024-02-02,CU0087,PR510,8,1747.01,0.1,412.53,January,4,23.61348818839045,Task Chair,Furniture,Chairs,166.81,242.64,Sam Roy,Corporate,South,Miami
NM202401808992,2024-01-13,2024-01-18,CU0208,PR518,5,338.25,0.0,0.0,January,5,0.0,Copy Paper,Office Supplies,Paper,34.0,67.65,Morgan Ray,Corporate,West,Seattle
NM202401593301,2024-01-29,2024-01-29,CU0225,PR524,5,422.55,0.0,92.85,January,0,21.973730919417818,Sketch Pad,Office Supplies,Art,65.94,84.51,Sam Dean,Consumer,West,Los Angeles
NM202401391577,2024-01-26,2024-02-02,CU0085,PR523,4,204.12,0.0,49.52,January,7,24.260239075053892,Marker Set,Office Supplies,Art,38.65,51.03,Riley Ray,Corporate,West,Seattle
NM202401126192,2024-01-15,2024-01-16,CU0145,PR517,3,225.52,0.15,81.94,January,1,36.33380631429585,Poly Binder,Office Supplies,Binders,47.86,88.44,Jamie Hunt,Corporate,South,Atlanta
NM202401432291,2024-01-04,2024-01-07,CU0060,PR515,2,686.77,0.4,53.21,January,3,7.747863185637113,Corner Case,Furniture,Bookcases,316.78,572.31,Quinn Dean,Consumer,South,Miami
NM202401409156,2024-01-07,2024-01-09,CU0093,PR505,3,495.31,0.15,157.75,January,2,31.848741192384566,BT Mouse,Technology,Accessories,112.52,194.24,Taylor Bell,Consumer,East,New York
NM202401899050,2024-01-26,2024-02-01,CU0110,PR523,3,153.09,0.0,37.14,January,6,24.260239075053892,Marker Set,Office Supplies,Art,38.65,51.03,Jordan Wood,Consumer,West,Seattle
NM202401681028,2024-01-28,2024-02-02,CU0141,PR516,5,40.97,0.15,16.57,January,5,40.44422748352453,Ring Binder,Office Supplies,Binders,4.88,9.64,Jamie Fox,Corporate,South,Atlanta
NM202401957009,2024-01-17,2024-01-17,CU0092,PR523,5,229.64,0.1,36.39,January,0,15.846542414213552,Marker Set,Office Supplies,Art,38.65,51.03,Casey Fox,Home Office,South,Miami
NM202401882230,2024-01-08,2024-01-11,CU0107,PR518,2,108.24,0.2,40.24,January,3,37.17664449371767,Copy Paper,Office Supplies,Paper,34.0,67.65,Taylor Lee,Corporate,South,Miami
NM202401641127,2024-01-17,2024-01-23,CU0047,PR506,3,1961.4,0.0,976.56,January,6,49.788926277148974,Keyboard X,Technology,Accessories,328.28,653.8,Morgan Shah,Consumer,East,Boston
NM202401642321,2024-01-19,2024-01-22,CU0114,PR507,1,29.88,0.3,10.03,January,3,33.56760374832664,LaserJet 100,Technology,Machines,19.85,42.69,Riley Roy,Corporate,West,Los Angeles
NM202401389704,2024-01-18,2024-01-21,CU0035,PR504,5,3639.6,0.0,1506.65,January,3,41.396032531047375,USB Hub,Technology,Accessories,426.59,727.92,Riley Cruz,Corporate,Central,Dallas
NM202401737200,2024-01-06,2024-01-13,CU0108,PR515,2,1144.62,0.0,511.06,January,7,44.64887910398211,Corner Case,Furniture,Bookcases,316.78,572.31,Sam Dean,Consumer,East,New York
NM202401773971,2024-01-11,2024-01-17,CU0075,PR520,3,20.79,0.3,5.16,January,6,24.81962481962482,Sticky Notes,Office Supplies,Paper,5.21,9.9,Casey Dean,Consumer,West,Seattle
NM202401683935,2024-01-06,2024-01-08,CU0181,PR508,3,688.35,0.0,333.63,January,2,48.46807583351492,InkFlow 20,Technology,Machines,118.24,229.45,Casey Dean,Home Office,East,New York
NM202401713919,2024-01-25,2024-02-01,CU0161,PR516,7,60.73,0.1,26.57,January,7,43.751029145397666,Ring Binder,Office Supplies,Binders,4.88,9.64,Riley Hunt,Corporate,Central,Chicago
NM202401637110,2024-01-11,2024-01-15,CU0153,PR503,7,1084.23,0.0,397.6,January,4,36.671186002969854,iView 11,Technology,Phones,98.09,154.89,Casey Wood,Consumer,South,Miami
NM202401704148,2024-01-18,2024-01-18,CU0224,PR513,7,1778.28,0.0,406.07,January,0,22.8349866162809,Meeting Table,Furniture,Tables,196.03,254.04,Jordan Fox,Consumer,East,New York
NM202401513383,2024-01-25,2024-01-27,CU0098,PR508,5,917.8,0.2,326.6,January,2,35.58509479189366,InkFlow 20,Technology,Machines,118.24,229.45,Sam Cruz,Home Office,Central,Dallas
NM202401748289,2024-01-25,2024-01-28,CU0208,PR521,6,298.8,0.0,70.92,January,3,23.734939759036145,Storage Box,Office Supplies,Storage,37.98,49.8,Morgan Ray,Corporate,West,Seattle
NM202401565566,2024-01-28,2024-02-02,CU0082,PR512,2,836.34,0.4,-178.78,January,5,-21.376473682951907,Standing Desk,Furniture,Tables,507.56,696.95,Casey Ray,Consumer,East,New York
NM202401654225,2024-01-15,2024-01-18,CU0240,PR524,4,270.43,0.2,6.67,January,3,2.4664423325814444,Sketch Pad,Office Supplies,Art,65.94,84.51,Sam Cruz,Home Office,East,New York
NM202401991878,2024-01-23,2024-01-24,CU0205,PR505,1,116.54,0.4,4.02,January,1,3.4494594130770544,BT Mouse,Technology,Accessories,112.52,194.24,Jordan Lee,Consumer,Central,Dallas
NM202401804094,2024-01-23,2024-01-23,CU0060,PR503,1,154.89,0.0,56.8,January,0,36.671186002969854,iView 11,Technology,Phones,98.09,154.89,Quinn Dean,Consumer,South,Miami
NM202401389997,2024-01-23,2024-01-28,CU0116,PR506,7,4576.6,0.0,2278.64,January,5,49.788926277148974,Keyboard X,Technology,Accessories,328.28,653.8,Jamie Wood,Home Office,East,Boston
NM202401611082,2024-01-11,2024-01-13,CU0148,PR502,7,1887.34,0.15,750.26,January,2,39.752243898820566,Pixel Mini,Technology,Phones,162.44,317.2,Alex Shah,Corporate,South,Atlanta
NM202401634722,2024-01-19,2024-01-21,CU0029,PR514,3,556.44,0.3,76.35,January,2,13.721155919775715,4-Shelf Case,Furniture,Bookcases,160.03,264.97,Casey Hunt,Home Office,West,Los Angeles
NM202401686020,2024-01-31,2024-01-31,CU0102,PR509,7,4637.29,0.0,2283.82,January,0,49.24902259724969,Shredder S,Technology,Machines,336.21,662.47,Riley Dean,Consumer,West,Los Angeles
NM202401709825,2024-01-13,2024-01-15,CU0030,PR511,8,855.43,0.1,354.07,January,2,41.3908794407491,Mesh Chair,Furniture,Chairs,62.67,118.81,Sam Lee,Corporate,West,Los Angeles
NM202402292822,2024-02-24,2024-02-25,CU0236,PR514,8,2119.76,0.0,839.52,February,1,39.60448352643695,4-Shelf Case,Furniture,Bookcases,160.03,264.97,Jamie Lee,Home Office,South,Miami
NM202402252375,2024-02-20,2024-02-26,CU0122,PR518,8,460.02,0.15,188.02,February,6,40.872135994087216,Copy Paper,Office Supplies,Paper,34.0,67.65,Casey Ray,Home Office,East,Boston
NM202402529216,2024-02-10,2024-02-17,CU0151,PR519,7,63.06,0.2,12.73,February,7,20.187123374563907,Cardstock,Office Supplies,Paper,7.19,11.26,Jamie Dean,Home Office,Central,Chicago
NM202402195403,2024-02-22,2024-02-26,CU0066,PR504,7,4585.9,0.1,1599.77,February,4,34.88453738633638,USB Hub,Technology,Accessories,426.59,727.92,Morgan Cruz,Home Office,West,Seattle
NM202402770080,2024-02-08,2024-02-15,CU0023,PR506,7,4576.6,0.0,2278.64,February,7,49.788926277148974,Keyboard X,Technology,Accessories,328.28,653.8,Taylor Hunt,Corporate,Central,Chicago
NM202402814009,2024-02-15,2024-02-21,CU0153,PR511,8,807.91,0.15,306.55,February,6,37.9435828248196,Mesh Chair,Furniture,Chairs,62.67,118.81,Casey Wood,Consumer,South,Miami
NM202402241668,2024-02-18,2024-02-25,CU0223,PR506,6,3530.52,0.1,1560.84,February,7,44.209918085721085,Keyboard X,Technology,Accessories,328.28,653.8,Drew Dean,Consumer,Central,Dallas
NM202402141241,2024-02-12,2024-02-14,CU0160,PR518,8,541.2,0.0,269.2,February,2,49.741315594974125,Copy Paper,Office Supplies,Paper,34.0,67.65,Quinn Fox,Home Office,South,Atlanta
NM202402336615,2024-02-17,2024-02-22,CU0113,PR512,8,5575.6,0.0,1515.12,February,5,27.174115790228853,Standing Desk,Furniture,Tables,507.56,696.95,Taylor Hunt,Corporate,South,Atlanta
NM202402107740,2024-02-06,2024-02-13,CU0137,PR517,8,601.39,0.15,218.51,February,7,36.3341591978583,Poly Binder,Office Supplies,Binders,47.86,88.44,Jordan Roy,Consumer,South,Miami
NM202402250230,2024-02-15,2024-02-17,CU0068,PR504,1,727.92,0.0,301.33,February,2,41.39603253104737,USB Hub,Technology,Accessories,426.59,727.92,Jamie Ray,Consumer,West,Seattle
NM202402844521,2024-02-10,2024-02-16,CU0195,PR519,6,47.29,0.3,4.15,February,6,8.775639670120535,Cardstock,Office Supplies,Paper,7.19,11.26,Riley Bell,Corporate,South,Miami
NM202402377419,2024-02-04,2024-02-07,CU0120,PR510,7,1358.78,0.2,191.11,February,3,14.064822855797113,Task Chair,Furniture,Chairs,166.81,242.64,Alex Wood,Corporate,East,Boston
NM202402837123,2024-02-21,2024-02-26,CU0046,PR513,3,533.48,0.3,-54.61,February,5,-10.236559946014845,Meeting Table,Furniture,Tables,196.03,254.04,Morgan Bell,Corporate,South,Miami
NM202402786518,2024-02-09,2024-02-10,CU0096,PR505,3,582.72,0.0,245.16,February,1,42.07166392092257,BT Mouse,Technology,Accessories,112.52,194.24,Riley Fox,Home Office,East,Boston
NM202402226572,2024-02-08,2024-02-11,CU0177,PR503,3,394.97,0.15,100.7,February,3,25.495607261310983,iView 11,Technology,Phones,98.09,154.89,Taylor Lee,Corporate,West,Los Angeles
NM202402931629,2024-02-10,2024-02-17,CU0219,PR503,5,619.56,0.2,129.11,February,7,20.838982503712316,iView 11,Technology,Phones,98.09,154.89,Sam Fox,Consumer,West,Los Angeles
NM202402500539,2024-02-18,2024-02-24,CU0110,PR505,8,1087.74,0.0,187.58,February,6,17.244929854560834,BT Mouse,Technology,Accessories,112.52,194.24,Jordan Wood,Consumer,West,Seattle
NM202402722101,2024-02-15,2024-02-22,CU0164,PR517,3,159.19,0.4,15.61,February,7,9.805892329920221,Poly Binder,Office Supplies,Binders,47.86,88.44,Taylor Lee,Corporate,Central,Chicago
NM202402550141,2024-02-02,2024-02-03,CU0117,PR502,4,1141.92,0.1,492.16,February,1,43.0993414599972,Pixel Mini,Technology,Phones,162.44,317.2,Alex Hunt,Consumer,South,Atlanta
NM202402396704,2024-02-07,2024-02-09,CU0083,PR515,6,3433.86,0.0,1533.18,February,2,44.64887910398211,Corner Case,Furniture,Bookcases,316.78,572.31,Taylor Wood,Consumer,Central,Chicago
NM202402898353,2024-02-25,2024-02-29,CU0237,PR510,3,618.73,0.15,118.3,February,4,19.119809933250366,Task Chair,Furniture,Chairs,166.81,242.64,Jordan Ray,Consumer,West,Seattle
NM202402114910,2024-02-09,2024-02-11,CU0111,PR518,3,142.06,0.3,40.06,February,2,28.199352386315642,Copy Paper,Office Supplies,Paper,34.0,67.65,Riley Shah,Consumer,East,New York
NM202402176253,2024-02-17,2024-02-20,CU0182,PR513,3,457.27,0.4,-130.82,February,3,-28.60891814464102,Meeting Table,Furniture,Tables,196.03,254.04,Taylor Fox,Consumer,East,Boston
NM202402702328,2024-02-13,2024-02-15,CU0123,PR512,5,3136.28,0.1,598.47,February,2,19.08216103154055,Standing Desk,Furniture,Tables,507.56,696.95,Sam Dean,Home Office,Central,Dallas
NM202402664647,2024-02-08,2024-02-13,CU0166,PR516,7,67.48,0.0,33.32,February,5,49.377593360995846,Ring Binder,Office Supplies,Binders,4.88,9.64,Jamie Ray,Consumer,Central,Dallas
NM202402813232,2024-02-05,2024-02-12,CU0033,PR510,1,206.24,0.15,39.43,February,7,19.118502715283164,Task Chair,Furniture,Chairs,166.81,242.64,Drew Cruz,Consumer,South,Miami
NM202402373197,2024-02-06,2024-02-10,CU0047,PR513,5,1270.2,0.0,290.05,February,4,22.8349866162809,Meeting Table,Furniture,Tables,196.03,254.04,Morgan Shah,Consumer,East,Boston
NM202402186167,2024-02-15,2024-02-19,CU0161,PR523,7,357.21,0.0,86.66,February,4,24.260239075053892,Marker Set,Office Supplies,Art,38.65,51.03,Riley Hunt,Corporate,Central,Chicago
NM202402863064,2024-02-26,2024-03-04,CU0055,PR507,8,136.61,0.6,-22.19,February,7,-16.243320401141936,LaserJet 100,Technology,Machines,19.85,42.69,Drew Cruz,Corporate,West,Seattle
NM202402137528,2024-02-27,2024-03-05,CU0085,PR511,8,665.34,0.3,163.98,February,7,24.6460456308053,Mesh Chair,Furniture,Chairs,62.67,118.81,Riley Ray,Corporate,West,Seattle
NM202402605136,2024-02-10,2024-02-16,CU0195,PR504,2,1455.84,0.0,602.66,February,6,41.39603253104737,USB Hub,Technology,Accessories,426.59,727.92,Riley Bell,Corporate,South,Miami
NM202402256528,2024-02-04,2024-02-09,CU0236,PR517,2,70.75,0.6,-24.97,February,5,-35.293286219081274,Poly Binder,Office Supplies,Binders,47.86,88.44,Jamie Lee,Home Office,South,Miami
NM202402659231,2024-02-20,2024-02-27,CU0002,PR508,8,1101.36,0.4,155.44,February,7,14.11345972252488,InkFlow 20,Technology,Machines,118.24,229.45,Alex Lee,Consumer,West,Seattle
NM202402447024,2024-02-10,2024-02-12,CU0240,PR523,6,260.25,0.15,28.35,February,2,10.893371757925072,Marker Set,Office Supplies,Art,38.65,51.03,Sam Cruz,Home Office,East,New York
NM202402509049,2024-02-11,2024-02-14,CU0233,PR505,1,174.82,0.1,62.3,February,3,35.63665484498341,BT Mouse,Technology,Accessories,112.52,194.24,Alex Hunt,Consumer,East,Boston
NM202402592797,2024-02-10,2024-02-14,CU0236,PR512,6,4181.7,0.0,1136.34,February,4,27.174115790228853,Standing Desk,Furniture,Tables,507.56,696.95,Jamie Lee,Home Office,South,Miami
NM202402234378,2024-02-14,2024-02-19,CU0002,PR505,2,388.48,0.0,0.0,February,5,0.0,BT Mouse,Technology,Accessories,112.52,194.24,Alex Lee,Consumer,West,Seattle
NM202402392912,2024-02-24,2024-02-25,CU0228,PR504,6,3712.39,0.15,1152.85,February,1,31.05411877523644,USB Hub,Technology,Accessories,426.59,727.92,Taylor Ray,Corporate,West,Los Angeles
NM202402297129,2024-02-03,2024-02-09,CU0009,PR519,6,67.56,0.0,24.42,February,6,36.14564831261101,Cardstock,Office Supplies,Paper,7.19,11.26,Casey Cruz,Corporate,West,Los Angeles
NM202402962568,2024-02-03,2024-02-09,CU0158,PR523,4,142.88,0.3,-11.72,February,6,-8.202687569988802,Marker Set,Office Supplies,Art,38.65,51.03,Jordan Hunt,Home Office,South,Atlanta
NM202402848235,2024-02-29,2024-03-02,CU0120,PR519,4,27.02,0.4,-1.74,February,2,-6.439674315321983,Cardstock,Office Supplies,Paper,7.19,11.26,Alex Wood,Corporate,East,Boston
NM202402797680,2024-02-27,2024-02-28,CU0076,PR513,8,1829.09,0.1,260.85,February,1,14.26118999065109,Meeting Table,Furniture,Tables,196.03,254.04,Jordan Lee,Corporate,Central,Dallas
NM202402955989,2024-02-17,2024-02-18,CU0062,PR505,6,932.35,0.2,257.23,February,1,27.589424572317263,BT Mouse,Technology,Accessories,112.52,194.24,Morgan Dean,Consumer,Central,Dallas
NM202402852617,2024-02-16,2024-02-23,CU0154,PR512,4,2230.24,0.2,200.0,February,7,8.967644737786069,Standing Desk,Furniture,Tables,507.56,696.95,Sam Lee,Consumer,South,Miami
NM202402915270,2024-02-17,2024-02-23,CU0149,PR518,8,432.96,0.2,160.96,February,6,37.17664449371767,Copy Paper,Office Supplies,Paper,34.0,67.65,Morgan Cruz,Corporate,West,Los Angeles
NM202402990672,2024-02-29,2024-03-07,CU0020,PR514,3,715.42,0.1,235.33,February,7,32.89396438455733,4-Shelf Case,Furniture,Bookcases,160.03,264.97,Drew Ray,Corporate,Central,Dallas
NM202402185653,2024-02-07,2024-02-14,CU0207,PR519,2,19.14,0.15,4.76,February,7,24.869383490073144,Cardstock,Office Supplies,Paper,7.19,11.26,Jordan Ray,Corporate,Central,Dallas
NM202402679347,2024-02-16,2024-02-22,CU0055,PR522,4,150.08,0.1,62.0,February,6,41.311300639658846,File Cabinet,Office Supplies,Storage,22.02,41.69,Drew Cruz,Corporate,West,Seattle
NM202402899064,2024-02-02,2024-02-08,CU0119,PR523,3,153.09,0.0,37.14,February,6,24.260239075053892,Marker Set,Office Supplies,Art,38.65,51.03,Sam Fox,Consumer,West,Seattle
NM202402466131,2024-02-17,2024-02-23,CU0183,PR524,1,84.51,0.0,18.57,February,6,21.973730919417818,Sketch Pad,Office Supplies,Art,65.94,84.51,Riley Lee,Corporate,Central,Dallas
NM202402514159,2024-02-20,2024-02-24,CU0049,PR511,3,356.43,0.0,168.42,February,4,47.25191482198468,Mesh Chair,Furniture,Chairs,62.67,118.81,Sam Bell,Corporate,Central,Dallas
NM202402339095,2024-02-18,2024-02-20,CU0202,PR502,3,666.12,0.3,178.8,February,2,26.842010448567827,Pixel Mini,Technology,Phones,162.44,317.2,Alex Wood,Corporate,Central,Chicago
NM202402180930,2024-02-08,2024-02-11,CU0130,PR520,3,29.7,0.0,14.07,February,3,47.37373737373737,Sticky Notes,Office Supplies,Paper,5.21,9.9,Jordan Fox,Home Office,Central,Chicago
NM202402363420,2024-02-10,2024-02-17,CU0130,PR508,2,413.01,0.1,176.53,February,7,42.74230648168325,InkFlow 20,Technology,Machines,118.24,229.45,Jordan Fox,Home Office,Central,Chicago
NM202402574029,2024-02-21,2024-02-26,CU0029,PR518,7,378.84,0.2,140.84,February,5,37.17664449371767,Copy Paper,Office Supplies,Paper,34.0,67.65,Casey Hunt,Home Office,West,Los Angeles
NM202402743591,2024-02-29,2024-03-04,CU0235,PR511,3,320.79,0.1,132.78,February,4,41.391564574955574,Mesh Chair,Furniture,Chairs,62.67,118.81,Sam Roy,Consumer,East,New York
NM202402612768,2024-02-29,2024-03-06,CU0160,PR502,3,951.6,0.0,464.28,February,6,48.78940731399747,Pixel Mini,Technology,Phones,162.44,317.2,Quinn Fox,Home Office,South,Atlanta
NM202402616686,2024-02-20,2024-02-23,CU0118,PR510,3,291.17,0.6,-209.26,February,3,-71.86866778857711,Task Chair,Furniture,Chairs,166.81,242.64,Alex Lee,Consumer,South,Miami
NM202402978304,2024-02-09,2024-02-15,CU0002,PR521,8,398.4,0.0,94.56,February,6,23.73493975903615,Storage Box,Office Supplies,Storage,37.98,49.8,Alex Lee,Consumer,West,Seattle
NM202402207109,2024-02-27,2024-03-05,CU0167,PR524,6,456.35,0.1,60.71,February,7,13.303385559329461,Sketch Pad,Office Supplies,Art,65.94,84.51,Quinn Cruz,Consumer,South,Miami
NM202402848225,2024-02-21,2024-02-21,CU0236,PR519,3,27.02,0.2,5.45,February,0,20.170244263508515,Cardstock,Office Supplies,Paper,7.19,11.26,Jamie Lee,Home Office,South,Miami
NM202402225820,2024-02-09,2024-02-10,CU0021,PR508,7,642.46,0.6,-185.22,February,1,-28.82981041621268,InkFlow 20,Technology,Machines,118.24,229.45,Riley Wood,Home Office,South,Miami
NM202402352909,2024-02-25,2024-02-28,CU0055,PR508,6,1376.7,0.0,667.26,February,3,48.46807583351492,InkFlow 20,Technology,Machines,118.24,229.45,Drew Cruz,Corporate,West,Seattle
NM202402693155,2024-02-11,2024-02-15,CU0124,PR519,3,33.78,0.0,12.21,February,4,36.14564831261101,Cardstock,Office Supplies,Paper,7.19,11.26,Alex Bell,Consumer,East,New York
NM202402574511,2024-02-15,2024-02-20,CU0118,PR502,3,761.28,0.2,273.96,February,5,35.986759142496844,Pixel Mini,Technology,Phones,162.44,317.2,Alex Lee,Consumer,South,Miami
NM202402626978,2024-02-18,2024-02-25,CU0165,PR517,6,477.58,0.1,190.42,February,7,39.87185393023158,Poly Binder,Office Supplies,Binders,47.86,88.44,Jamie Ray,Corporate,West,Los Angeles
NM202402101041,2024-02-06,2024-02-06,CU0054,PR517,3,106.13,0.6,-37.45,February,0,-35.28691227739565,Poly Binder,Office Supplies,Binders,47.86,88.44,Casey Ray,Corporate,South,Miami
NM202402371659,2024-02-28,2024-02-29,CU0160,PR515,4,1831.39,0.2,564.27,February,1,30.81102332108398,Corner Case,Furniture,Bookcases,316.78,572.31,Quinn Fox,Home Office,South,Atlanta
NM202402663755,2024-02-21,2024-02-23,CU0055,PR518,3,182.66,0.1,80.66,February,2,44.1585459323333,Copy Paper,Office Supplies,Paper,34.0,67.65,Drew Cruz,Corporate,West,Seattle
NM202402321331,2024-02-22,2024-02-27,CU0144,PR516,1,8.19,0.15,3.31,February,5,40.415140415140414,Ring Binder,Office Supplies,Binders,4.88,9.64,Morgan Cruz,Consumer,West,Seattle
NM202402592421,2024-02-04,2024-02-10,CU0055,PR511,7,332.67,0.6,-106.02,February,6,-31.869420146090714,Mesh Chair,Furniture,Chairs,62.67,118.81,Drew Cruz,Corporate,West,Seattle
NM202402555850,2024-02-21,2024-02-23,CU0147,PR517,1,88.44,0.0,40.58,February,2,45.884215287200355,Poly Binder,Office Supplies,Binders,47.86,88.44,Quinn Wood,Corporate,West,Seattle
NM202402452590,2024-02-13,2024-02-17,CU0101,PR506,7,4118.94,0.1,1820.98,February,4,44.20991808572109,Keyboard X,Technology,Accessories,328.28,653.8,Taylor Wood,Corporate,South,Miami
NM202402358554,2024-02-12,2024-02-13,CU0054,PR514,5,1324.85,0.0,524.7,February,1,39.604483526436965,4-Shelf Case,Furniture,Bookcases,160.03,264.97,Casey Ray,Corporate,South,Miami
NM202402129964,2024-02-13,2024-02-18,CU0222,PR519,1,10.13,0.1,2.94,February,5,29.02270483711747,Cardstock,Office Supplies,Paper,7.19,11.26,Drew Wood,Consumer,West,Los Angeles
NM202402481422,2024-02-15,2024-02-18,CU0097,PR510,8,1649.95,0.15,315.47,February,3,19.119973332525227,Task Chair,Furniture,Chairs,166.81,242.64,Alex Bell,Corporate,Central,Dallas
NM202402646529,2024-02-21,2024-02-27,CU0167,PR519,2,9.01,0.6,-5.37,February,6,-59.600443951165374,Cardstock,Office Supplies,Paper,7.19,11.26,Quinn Cruz,Consumer,South,Miami
NM202402936896,2024-02-07,2024-02-12,CU0239,PR502,7,2220.4,0.0,1083.32,February,5,48.78940731399747,Pixel Mini,Technology,Phones,162.44,317.2,Morgan Roy,Corporate,South,Atlanta
NM202402544777,2024-02-09,2024-02-09,CU0208,PR503,2,263.31,0.15,67.13,February,0,25.494664084159353,iView 11,Technology,Phones,98.09,154.89,Morgan Ray,Corporate,West,Seattle
NM202402304087,2024-02-07,2024-02-08,CU0220,PR521,1,42.33,0.15,4.35,February,1,10.276399716513112,Storage Box,Office Supplies,Storage,37.98,49.8,Drew Dean,Consumer,Central,Dallas
NM202402219500,2024-02-18,2024-02-25,CU0115,PR506,8,5230.4,0.0,2604.16,February,7,49.788926277148974,Keyboard X,Technology,Accessories,328.28,653.8,Taylor Cruz,Consumer,East,Boston
NM202402207769,2024-02-20,2024-02-23,CU0053,PR503,6,650.54,0.3,62.0,February,3,9.530543855873583,iView 11,Technology,Phones,98.09,154.89,Alex Lee,Corporate,East,New York
NM202402257837,2024-02-15,2024-02-19,CU0180,PR521,4,159.36,0.2,7.44,February,4,4.66867469879518,Storage Box,Office Supplies,Storage,37.98,49.8,Jamie Bell,Home Office,Central,Chicago
NM202402804522,2024-02-08,2024-02-10,CU0033,PR502,8,2537.6,0.0,1238.08,February,2,48.78940731399748,Pixel Mini,Technology,Phones,162.44,317.2,Drew Cruz,Consumer,South,Miami
NM202402928526,2024-02-02,2024-02-07,CU0066,PR505,2,310.78,0.0,85.74,February,5,27.58864791814145,BT Mouse,Technology,Accessories,112.52,194.24,Morgan Cruz,Home Office,West,Seattle
NM202402392700,2024-02-11,2024-02-15,CU0142,PR502,8,2537.6,0.0,1238.08,February,4,48.78940731399748,Pixel Mini,Technology,Phones,162.44,317.2,Quinn Dean,Consumer,Central,Chicago
NM202402927605,2024-02-11,2024-02-13,CU0191,PR522,8,333.52,0.0,157.36,February,2,47.18157831614297,File Cabinet,Office Supplies,Storage,22.02,41.69,Jordan Dean,Corporate,West,Los Angeles
NM202402693200,2024-02-07,2024-02-07,CU0232,PR508,8,1652.04,0.1,706.12,February,0,42.74230648168325,InkFlow 20,Technology,Machines,118.24,229.45,Casey Ray,Consumer,Central,Chicago
NM202402181881,2024-02-14,2024-02-20,CU0189,PR513,1,177.83,0.3,-18.2,February,6,-10.234493617499858,Meeting Table,Furniture,Tables,196.03,254.04,Sam Fox,Corporate,East,New York
NM202402914186,2024-02-04,2024-02-11,CU0124,PR513,4,609.7,0.4,-174.42,February,7,-28.607511891093978,Meeting Table,Furniture,Tables,196.03,254.04,Alex Bell,Consumer,East,New York
NM202402731918,2024-02-29,2024-02-29,CU0103,PR518,2,135.3,0.0,67.3,February,0,49.741315594974125,Copy Paper,Office Supplies,Paper,34.0,67.65,Quinn Bell,Consumer,South,Miami
